Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Initial Violations,1,,,,,1,1621876.015
Current Violations,,,,1,,1,1621876.015
Initial Penalty,"$4,661",$0,$0,$0,$0,"$4,661",1621876.015
Current Penalty,$0,$0,$0,"$2,796",$0,"$2,796",1621876.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1621876.015
Initial Violations,2,,,,,2,1614916.015
Current Violations,2,,,,,2,1614916.015
Initial Penalty,"$24,862",$0,$0,$0,$0,"$24,862",1614916.015
Current Penalty,"$24,862",$0,$0,$0,$0,"$24,862",1614916.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1614916.015
Initial Violations,,,1,,,1,1613884.015
Current Violations,,,1,,,1,1613884.015
Initial Penalty,$0,$0,$414,$0,$0,$414,1613884.015
Current Penalty,$0,$0,$414,$0,$0,$414,1613884.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1613884.015
Initial Violations,1,,,,,1,1590209.015
Current Violations,1,,,,,1,1590209.015
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",1590209.015
Current Penalty,"$2,250",$0,$0,$0,$0,"$2,250",1590209.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1590209.015
Initial Violations,1,,,,,1,1589516.015
Current Violations,1,,,,,1,1589516.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1589516.015
Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1589516.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1589516.015
Initial Violations,2,,,,,2,1585255.015
Current Violations,2,,,,,2,1585255.015
Initial Penalty,"$18,232",$0,$0,$0,$0,"$18,232",1585255.015
Current Penalty,"$12,762",$0,$0,$0,$0,"$12,762",1585255.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1585255.015
Initial Violations,,,,1,,1,1578451.015
Current Violations,,,,1,,1,1578451.015
Initial Penalty,$0,$0,$0,"$2,279",$0,"$2,279",1578451.015
Current Penalty,$0,$0,$0,"$1,595",$0,"$1,595",1578451.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1578451.015
Initial Violations,2,,,,,2,1577632.015
Current Violations,2,,,,,2,1577632.015
Initial Penalty,"$23,246",$0,$0,$0,$0,"$23,246",1577632.015
Current Penalty,"$23,246",$0,$0,$0,$0,"$23,246",1577632.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1577632.015
Initial Violations,,,,1,,1,1574261.015
Current Violations,,,,1,,1,1574261.015
Initial Penalty,$0,$0,$0,"$6,215",$0,"$6,215",1574261.015
Current Penalty,$0,$0,$0,"$3,729",$0,"$3,729",1574261.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1574261.015
Initial Violations,1,,,,,1,1573131.015
Current Violations,,,,1,,1,1573131.015
Initial Penalty,"$14,502",$0,$0,$0,$0,"$14,502",1573131.015
Current Penalty,$0,$0,$0,"$8,701",$0,"$8,701",1573131.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1573131.015
Initial Violations,1,,,,,1,1563362.015
Current Violations,,,,1,,1,1563362.015
Initial Penalty,"$11,605",$0,$0,$0,$0,"$11,605",1563362.015
Current Penalty,$0,$0,$0,"$9,284",$0,"$9,284",1563362.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1563362.015
Initial Violations,2,,,1,,3,1562806.015
Current Violations,2,,,1,,3,1562806.015
Initial Penalty,"$43,506",$0,$0,$0,$0,"$43,506",1562806.015
Current Penalty,"$29,004",$0,$0,$0,$0,"$29,004",1562806.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1562806.015
Initial Violations,3,,,,,3,1562838.015
Current Violations,2,,,1,,3,1562838.015
Initial Penalty,"$24,137",$0,$0,$0,$0,"$24,137",1562838.015
Current Penalty,"$16,984",$0,$0,$0,$0,"$16,984",1562838.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1562838.015
Initial Violations,1,,,,,1,1560404.015
Current Violations,1,,,,,1,1560404.015
Initial Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1560404.015
Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1560404.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1560404.015
Initial Violations,1,,,1,,2,1558597.015
Current Violations,1,,,1,,2,1558597.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1558597.015
Current Penalty,"$2,000",$0,$0,$0,$0,"$2,000",1558597.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1558597.015
Initial Violations,,,,2,,2,1557622.015
Current Violations,,,,2,,2,1557622.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1557622.015
Current Penalty,$0,$0,$0,$0,$0,$0,1557622.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1557622.015
Initial Violations,1,,,,,1,1556415.015
Current Violations,1,,,,,1,1556415.015
Initial Penalty,"$4,931",$0,$0,$0,$0,"$4,931",1556415.015
Current Penalty,"$4,931",$0,$0,$0,$0,"$4,931",1556415.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1556415.015
Initial Violations,1,,,,,1,1554404.015
Current Violations,,,,1,,1,1554404.015
Initial Penalty,"$12,873",$0,$0,$0,$0,"$12,873",1554404.015
Current Penalty,$0,$0,$0,"$9,011",$0,"$9,011",1554404.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1554404.015
Initial Violations,,,1,,,1,1552894.015
Current Violations,,,1,,,1,1552894.015
Initial Penalty,$0,$0,"$21,457",$0,$0,"$21,457",1552894.015
Current Penalty,$0,$0,"$21,457",$0,$0,"$21,457",1552894.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1552894.015
Initial Violations,2,,,3,,5,1551384.015
Current Violations,2,,,3,,5,1551384.015
Initial Penalty,"$4,900",$0,$0,$700,$0,"$5,600",1551384.015
Current Penalty,"$4,900",$0,$0,$700,$0,"$5,600",1551384.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1551384.015
Initial Violations,,,,1,,1,1550318.015
Current Violations,,,,1,,1,1550318.015
Initial Penalty,$0,$0,$0,$500,$0,$500,1550318.015
Current Penalty,$0,$0,$0,$500,$0,$500,1550318.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1550318.015
Initial Violations,1,,,1,,2,1549314.015
Current Violations,,,,1,,1,1549314.015
Initial Penalty,"$12,873",$0,$0,"$1,205",$0,"$14,078",1549314.015
Current Penalty,$0,$0,$0,"$1,205",$0,"$1,205",1549314.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1549314.015
Initial Violations,3,,,2,,5,1545938.015
Current Violations,3,,,2,,5,1545938.015
Initial Penalty,"$10,400",$0,$0,$0,$0,"$10,400",1545938.015
Current Penalty,"$5,200",$0,$0,$0,$0,"$5,200",1545938.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1545938.015
Initial Violations,,,,1,,1,1545533.015
Current Violations,,,,1,,1,1545533.015
Initial Penalty,$0,$0,$0,"$2,975",$0,"$2,975",1545533.015
Current Penalty,$0,$0,$0,"$2,975",$0,"$2,975",1545533.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1545533.015
Initial Violations,,,1,1,,2,1544759.015
Current Violations,,,1,1,,2,1544759.015
Initial Penalty,$0,$0,"$3,750",$200,$0,"$3,950",1544759.015
Current Penalty,$0,$0,"$3,750",$200,$0,"$3,950",1544759.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1544759.015
Initial Violations,1,,,2,,3,1544772.015
Current Violations,1,,,2,,3,1544772.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1544772.015
Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1544772.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1544772.015
Initial Violations,1,,,,,1,1536267.015
Current Violations,,,,1,,1,1536267.015
Initial Penalty,"$6,632",$0,$0,$0,$0,"$6,632",1536267.015
Current Penalty,$0,$0,$0,"$6,632",$0,"$6,632",1536267.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1536267.015
Initial Violations,2,,,,,2,1532761.015
Current Violations,2,,,,,2,1532761.015
Initial Penalty,"$10,824",$0,$0,$0,$0,"$10,824",1532761.015
Current Penalty,"$10,824",$0,$0,$0,$0,"$10,824",1532761.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1532761.015
Initial Violations,1,,1,,,2,1528016.015
Current Violations,1,,1,,,2,1528016.015
Initial Penalty,"$9,753",$0,"$48,765",$0,$0,"$58,518",1528016.015
Current Penalty,"$9,753",$0,"$48,765",$0,$0,"$58,518",1528016.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1528016.015
Initial Violations,1,,,,,1,1526785.015
Current Violations,1,,,,,1,1526785.015
Initial Penalty,"$2,800",$0,$0,$0,$0,"$2,800",1526785.015
Current Penalty,"$2,800",$0,$0,$0,$0,"$2,800",1526785.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1526785.015
Initial Violations,,,,1,,1,1525589.015
Current Violations,,,,1,,1,1525589.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1525589.015
Current Penalty,$0,$0,$0,$0,$0,$0,1525589.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1525589.015
Initial Violations,2,,,,,2,1519797.015
Current Violations,2,,,,,2,1519797.015
Initial Penalty,"$12,400",$0,$0,$0,$0,"$12,400",1519797.015
Current Penalty,"$12,400",$0,$0,$0,$0,"$12,400",1519797.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1519797.015
Initial Violations,2,,,,,2,1512755.015
Current Violations,1,,,1,,2,1512755.015
Initial Penalty,"$6,400",$0,$0,$0,$0,"$6,400",1512755.015
Current Penalty,"$2,720",$0,$0,"$2,720",$0,"$5,440",1512755.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1512755.015
Initial Violations,2,,,1,,3,1507033.015
Current Violations,2,,,1,,3,1507033.015
Initial Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1507033.015
Current Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1507033.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1507033.015
Initial Violations,,,,3,,3,1507859.015
Current Violations,,,,3,,3,1507859.015
Initial Penalty,$0,$0,$0,"$1,680",$0,"$1,680",1507859.015
Current Penalty,$0,$0,$0,"$1,680",$0,"$1,680",1507859.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1507859.015
Initial Violations,,,2,,,2,1496945.015
Current Violations,,,2,,,2,1496945.015
Initial Penalty,$0,$0,"$20,400",$0,$0,"$20,400",1496945.015
Current Penalty,$0,$0,"$16,320",$0,$0,"$16,320",1496945.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1496945.015
Initial Violations,1,,,2,,3,1494405.015
Current Violations,1,,,2,,3,1494405.015
Initial Penalty,"$4,000",$0,$0,$800,$0,"$4,800",1494405.015
Current Penalty,"$2,000",$0,$0,$400,$0,"$2,400",1494405.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1494405.015
Initial Violations,1,,,,,1,1493569.015
Current Violations,1,,,,,1,1493569.015
Initial Penalty,"$6,300",$0,$0,$0,$0,"$6,300",1493569.015
Current Penalty,"$6,300",$0,$0,$0,$0,"$6,300",1493569.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1493569.015
Initial Violations,1,,,2,,3,1486257.015
Current Violations,1,,,2,,3,1486257.015
Initial Penalty,"$11,250",$0,$0,"$1,495",$0,"$12,745",1486257.015
Current Penalty,"$11,250",$0,$0,"$1,495",$0,"$12,745",1486257.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1486257.015
Initial Violations,,,,1,,1,1473291.015
Current Violations,,,,1,,1,1473291.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1473291.015
Current Penalty,$0,$0,$0,$0,$0,$0,1473291.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1473291.015
Initial Violations,,,,1,,1,1456562.015
Current Violations,,,,1,,1,1456562.015
Initial Penalty,$0,$0,$0,"$9,012",$0,"$9,012",1456562.015
Current Penalty,$0,$0,$0,"$5,407",$0,"$5,407",1456562.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1456562.015
Initial Violations,,,,2,,2,1453170.015
Current Violations,,,,2,,2,1453170.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1453170.015
Current Penalty,$0,$0,$0,$0,$0,$0,1453170.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1453170.015
Initial Violations,1,,3,2,,6,1444515.015
Current Violations,,,1,4,,5,1444515.015
Initial Penalty,"$4,000",$0,"$30,000",$0,$0,"$34,000",1444515.015
Current Penalty,$0,$0,$600,$500,$0,"$1,100",1444515.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1444515.015
Initial Violations,1,,,,,1,1441027.015
Current Violations,1,,,,,1,1441027.015
Initial Penalty,"$10,814",$0,$0,$0,$0,"$10,814",1441027.015
Current Penalty,"$10,814",$0,$0,$0,$0,"$10,814",1441027.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1441027.015
Initial Violations,1,,,1,,2,1434234.015
Current Violations,1,,,1,,2,1434234.015
Initial Penalty,"$5,407",$0,$0,$0,$0,"$5,407",1434234.015
Current Penalty,"$3,244",$0,$0,$0,$0,"$3,244",1434234.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1434234.015
Initial Violations,1,,,,,1,1422077.015
Current Violations,,,,1,,1,1422077.015
Initial Penalty,"$2,000",$0,$0,$0,$0,"$2,000",1422077.015
Current Penalty,$0,$0,$0,$200,$0,$200,1422077.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1422077.015
Initial Violations,1,,,,,1,1421080.015
Current Violations,,,,1,,1,1421080.015
Initial Penalty,"$4,831",$0,$0,$0,$0,"$4,831",1421080.015
Current Penalty,$0,$0,$0,"$4,831",$0,"$4,831",1421080.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1421080.015
Initial Violations,,,,1,,1,1410948.015
Current Violations,,,,1,,1,1410948.015
Initial Penalty,$0,$0,$0,$225,$0,$225,1410948.015
Current Penalty,$0,$0,$0,$225,$0,$225,1410948.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1410948.015
Initial Violations,2,,,1,,3,1408024.015
Current Violations,2,,,1,,3,1408024.015
Initial Penalty,"$16,670",$0,$0,$0,$0,"$16,670",1408024.015
Current Penalty,"$16,670",$0,$0,$0,$0,"$16,670",1408024.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1408024.015
Initial Violations,3,,,1,,4,1404431.015
Current Violations,3,,,1,,4,1404431.015
Initial Penalty,"$17,000",$0,$0,$0,$0,"$17,000",1404431.015
Current Penalty,"$13,600",$0,$0,$0,$0,"$13,600",1404431.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1404431.015
Initial Violations,1,,,1,,2,1396920.015
Current Violations,1,,,1,,2,1396920.015
Initial Penalty,"$2,400",$0,$0,$200,$0,"$2,600",1396920.015
Current Penalty,"$2,400",$0,$0,$200,$0,"$2,600",1396920.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1396920.015
Initial Violations,,,,1,,1,1386097.015
Current Violations,,,,1,,1,1386097.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1386097.015
Current Penalty,$0,$0,$0,$0,$0,$0,1386097.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1386097.015
Initial Violations,5,,,,,5,1397761.015
Current Violations,2,,,1,,3,1397761.015
Initial Penalty,"$22,500",$0,$0,$0,$0,"$22,500",1397761.015
Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1397761.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1397761.015
Initial Violations,1,,,,,1,1380723.015
Current Violations,1,,,,,1,1380723.015
Initial Penalty,"$8,335",$0,$0,$0,$0,"$8,335",1380723.015
Current Penalty,"$8,335",$0,$0,$0,$0,"$8,335",1380723.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1380723.015
Initial Violations,1,,,,,1,1380506.015
Current Violations,,,,1,,1,1380506.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1380506.015
Current Penalty,$0,$0,$0,$0,$0,$0,1380506.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1380506.015
Initial Violations,3,,,1,,4,1381283.015
Current Violations,3,,,1,,4,1381283.015
Initial Penalty,"$15,500",$0,$0,$0,$0,"$15,500",1381283.015
Current Penalty,"$15,500",$0,$0,$0,$0,"$15,500",1381283.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1381283.015
Initial Violations,1,,,1,,2,1374129.015
Current Violations,,,,2,,2,1374129.015
Initial Penalty,"$5,755",$0,$0,$0,$0,"$5,755",1374129.015
Current Penalty,$0,$0,$0,"$4,029",$0,"$4,029",1374129.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1374129.015
Initial Violations,4,,,,,4,1370084.015
Current Violations,4,,,,,4,1370084.015
Initial Penalty,"$11,000",$0,$0,$0,$0,"$11,000",1370084.015
Current Penalty,"$11,000",$0,$0,$0,$0,"$11,000",1370084.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1370084.015
Initial Violations,1,,,,,1,1368405.015
Current Violations,1,,,,,1,1368405.015
Initial Penalty,"$12,934",$0,$0,$0,$0,"$12,934",1368405.015
Current Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1368405.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1368405.015
Initial Violations,,,,1,,1,1366308.015
Current Violations,,,,1,,1,1366308.015
Initial Penalty,$0,$0,$0,"$4,250",$0,"$4,250",1366308.015
Current Penalty,$0,$0,$0,$500,$0,$500,1366308.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1366308.015
Initial Violations,4,,,3,,7,1363953.015
Current Violations,3,,,4,,7,1363953.015
Initial Penalty,"$9,450",$0,$0,"$1,125",$0,"$10,575",1363953.015
Current Penalty,"$7,200",$0,$0,"$2,925",$0,"$10,125",1363953.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1363953.015
Initial Violations,,,,2,,2,1361023.015
Current Violations,,,,2,,2,1361023.015
Initial Penalty,$0,$0,$0,"$8,500",$0,"$8,500",1361023.015
Current Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1361023.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1361023.015
Initial Violations,,,,2,,2,1354041.015
Current Violations,,,,2,,2,1354041.015
Initial Penalty,$0,$0,$0,$850,$0,$850,1354041.015
Current Penalty,$0,$0,$0,$850,$0,$850,1354041.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1354041.015
Initial Violations,2,,,,,2,1343563.015
Current Violations,2,,,,,2,1343563.015
Initial Penalty,"$25,868",$0,$0,$0,$0,"$25,868",1343563.015
Current Penalty,"$25,868",$0,$0,$0,$0,"$25,868",1343563.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1343563.015
Initial Violations,1,,,3,,4,1339383.015
Current Violations,1,,,2,,3,1339383.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1339383.015
Current Penalty,"$2,000",$0,$0,$0,$0,"$2,000",1339383.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1339383.015
Initial Violations,,,,1,,1,1340796.015
Current Violations,,,,1,,1,1340796.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1340796.015
Current Penalty,$0,$0,$0,$0,$0,$0,1340796.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1340796.015
Initial Violations,,,1,2,,3,1332422.015
Current Violations,,,,2,,2,1332422.015
Initial Penalty,$0,$0,$500,$0,$0,$500,1332422.015
Current Penalty,$0,$0,$0,$250,$0,$250,1332422.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1332422.015
Initial Violations,,,,1,,1,1329496.015
Current Violations,,,,1,,1,1329496.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1329496.015
Current Penalty,$0,$0,$0,$0,$0,$0,1329496.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1329496.015
Initial Violations,,,,1,,1,1318908.015
Current Violations,,,,1,,1,1318908.015
Initial Penalty,$0,$0,$0,"$1,700",$0,"$1,700",1318908.015
Current Penalty,$0,$0,$0,"$1,700",$0,"$1,700",1318908.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1318908.015
Initial Violations,,,,1,,1,1316230.015
Current Violations,,,,1,,1,1316230.015
Initial Penalty,$0,$0,$0,$200,$0,$200,1316230.015
Current Penalty,$0,$0,$0,$200,$0,$200,1316230.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1316230.015
Initial Violations,1,,,,,1,1313366.015
Current Violations,1,,,,,1,1313366.015
Initial Penalty,"$2,700",$0,$0,$0,$0,"$2,700",1313366.015
Current Penalty,"$2,700",$0,$0,$0,$0,"$2,700",1313366.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1313366.015
Initial Violations,1,,,1,,2,1310258.015
Current Violations,1,,,1,,2,1310258.015
Initial Penalty,"$1,875",$0,$0,$750,$0,"$2,625",1310258.015
Current Penalty,"$1,875",$0,$0,$750,$0,"$2,625",1310258.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1310258.015
Initial Violations,,,3,2,,5,1307396.015
Current Violations,,,2,2,,4,1307396.015
Initial Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1307396.015
Current Penalty,$0,$0,$600,$200,$0,$800,1307396.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1307396.015
Initial Violations,2,,6,2,,10,1303106.015
Current Violations,1,,3,4,,8,1303106.015
Initial Penalty,"$8,000",$0,"$29,500","$1,000",$0,"$38,500",1303106.015
Current Penalty,"$2,400",$0,"$1,500",$400,$0,"$4,300",1303106.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1303106.015
Initial Violations,2,,,1,,3,1299019.015
Current Violations,,,,1,,1,1299019.015
Initial Penalty,"$25,868",$0,$0,"$8,638",$0,"$34,506",1299019.015
Current Penalty,$0,$0,$0,"$6,046",$0,"$6,046",1299019.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1299019.015
Initial Violations,3,,,,,3,1296382.015
Current Violations,3,,,,,3,1296382.015
Initial Penalty,"$30,489",$0,$0,$0,$0,"$30,489",1296382.015
Current Penalty,"$30,489",$0,$0,$0,$0,"$30,489",1296382.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1296382.015
Initial Violations,,,,1,,1,1293864.015
Current Violations,,,,1,,1,1293864.015
Initial Penalty,$0,$0,$0,$175,$0,$175,1293864.015
Current Penalty,$0,$0,$0,$175,$0,$175,1293864.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1293864.015
Initial Violations,,,,1,,1,1316205.015
Current Violations,,,,1,,1,1316205.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1316205.015
Current Penalty,$0,$0,$0,$0,$0,$0,1316205.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1316205.015
Initial Violations,1,,,4,,5,1291770.015
Current Violations,1,,,4,,5,1291770.015
