Activity,Opened,RID,St,Type,Sc,SIC,NAICS,Vio,Establishment Name,query,query_start,query_end
957918.015,02/06/2014,625400,TX,Complaint,Partial,,452112,1,Walmart #0437,Walmart,2012-12-31,2022-12-31
317528206.0,02/04/2014,355114,VA,Complaint,Partial,5311.0,452111,2,Walmart Store #3573,Walmart,2012-12-31,2022-12-31
317428811.0,01/31/2014,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart Stores Inc Store 996,Walmart,2012-12-31,2022-12-31
952351.015,12/17/2013,419700,FL,Complaint,Partial,,445110,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31
313751091.0,11/27/2013,257250,PR,Planned,Partial,5311.0,452111,2,Walmart Of P.R. (Tienda #5793),Walmart,2012-12-31,2022-12-31
313751083.0,11/27/2013,257250,PR,Planned,Partial,5311.0,452111,1,Walmart Of Pr (Tienda 2026),Walmart,2012-12-31,2022-12-31
315710384.0,11/26/2013,257240,PR,Planned,Partial,5311.0,452111,2,Walmart Pr Inc,Walmart,2012-12-31,2022-12-31
313751034.0,11/26/2013,257250,PR,Planned,Partial,5311.0,452111,1,Walmart Of Pr (Tienda #3693),Walmart,2012-12-31,2022-12-31
941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31
317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31
316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31
317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31
924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31
317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31
311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31
916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31
317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31
913231.015,06/20/2013,728900,NE,Planned,Complete,,452910,3,Walmart Associates Inc.,Walmart,2012-12-31,2022-12-31
317004091.0,03/21/2013,454510,SC,Complaint,Partial,5311.0,452111,1,Walmart 1035,Walmart,2012-12-31,2022-12-31
316774884.0,03/18/2013,653510,NM,Referral,Partial,5311.0,452112,2,Walmart Store 5166,Walmart,2012-12-31,2022-12-31
316867464.0,03/15/2013,953210,NV,Referral,Partial,5399.0,452910,1,Walmart Supercenter #4239,Walmart,2012-12-31,2022-12-31
895559.015,03/14/2013,522500,OH,Complaint,Partial,,453998,3,Walmart,Walmart,2012-12-31,2022-12-31
892560.015,02/28/2013,215800,NY,Complaint,Complete,,493110,3,Walmart Distribution Center 6038,Walmart,2012-12-31,2022-12-31
891104.015,02/13/2013,627510,TX,Complaint,Partial,,452910,1,Walmart Supercenter #755,Walmart,2012-12-31,2022-12-31
316972272.0,02/13/2013,355111,VA,Planned,Partial,5311.0,452112,1,Walmart Supercenter #1524,Walmart,2012-12-31,2022-12-31
315408211.0,02/08/2013,552652,MI,Planned,Complete,5311.0,452112,2,Walmart Stores Inc,Walmart,2012-12-31,2022-12-31
316827617.0,11/27/2012,453730,NC,Planned,Complete,5311.0,452910,3,"Walmart, Inc. - Store 1385",Walmart,2010-01-01,2012-12-30
316604156.0,11/14/2012,257220,PR,Referral,Partial,5399.0,452910,2,Walmart Puerto Rico Inc Dba Sam'S Club,Walmart,2010-01-01,2012-12-30
316734193.0,11/06/2012,950612,CA,Accident,Partial,5399.0,452910,1,Walmart #4488,Walmart,2010-01-01,2012-12-30
752121.015,11/05/2012,317900,PA,Complaint,Partial,,452111,1,Walmart,Walmart,2010-01-01,2012-12-30
315319731.0,10/25/2012,950614,CA,Complaint,Partial,5999.0,453998,1,Walmart Store #5434,Walmart,2010-01-01,2012-12-30
314223884.0,10/10/2012,155010,VT,Complaint,Partial,5311.0,452112,1,Walmart Store # 2224,Walmart,2010-01-01,2012-12-30
314999137.0,08/20/2012,950624,CA,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2010-01-01,2012-12-30
316586700.0,08/15/2012,953210,NV,Referral,Partial,5399.0,452910,1,Walmart Supercenter #2617,Walmart,2010-01-01,2012-12-30
316572700.0,07/11/2012,453730,NC,Planned,Complete,5311.0,452112,2,Walmart Inc. Dba Walmart Supercenter - 4224,Walmart,2010-01-01,2012-12-30
654839.015,07/10/2012,111500,CT,Complaint,Partial,,452990,2,Walmart Store #2232,Walmart,2010-01-01,2012-12-30
312075880.0,06/15/2012,552652,MI,Complaint,Partial,5311.0,452111,2,Walmart Supercenter Store #2559,Walmart,2010-01-01,2012-12-30
460213.015,06/07/2012,111100,ME,Complaint,Partial,,452112,1,Walmart Stores Inc. #2202,Walmart,2010-01-01,2012-12-30
314577446.0,05/21/2012,950621,CA,Complaint,Partial,5311.0,452112,1,Walmart Store #1616,Walmart,2010-01-01,2012-12-30
316250810.0,04/27/2012,1055320,WA,Referral,Complete,5311.0,452111,2,Walmart Stores Inc #5073,Walmart,2010-01-01,2012-12-30
314829417.0,04/26/2012,950643,CA,Complaint,Partial,5731.0,443112,3,Walmart Supercenter,Walmart,2010-01-01,2012-12-30
314330556.0,04/19/2012,950622,CA,Complaint,Partial,5411.0,445110,1,Walmart Supercenter,Walmart,2010-01-01,2012-12-30
330703.015,04/04/2012,636900,TX,Planned,Partial,,452910,1,Walmart,Walmart,2010-01-01,2012-12-30
316338011.0,03/21/2012,453730,NC,Planned,Complete,5311.0,452910,4,"Walmart, Inc. - Store 5298",Walmart,2010-01-01,2012-12-30
316067958.0,02/07/2012,453730,NC,Planned,Complete,5311.0,452910,1,"Walmart Stores, Inc. - Store 948",Walmart,2010-01-01,2012-12-30
315316901.0,02/06/2012,950614,CA,Complaint,Partial,5311.0,452111,2,Walmart # 5457,Walmart,2010-01-01,2012-12-30
312062946.0,01/06/2012,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Store 2567,Walmart,2010-01-01,2012-12-30
316110717.0,12/28/2011,953210,NV,Referral,Partial,5311.0,452111,1,Walmart Supercenter #3408,Walmart,2010-01-01,2012-12-30
315751826.0,12/20/2011,213100,NY,Referral,Complete,5311.0,452111,1,Walmart Supercenter,Walmart,2010-01-01,2012-12-30
315541631.0,12/13/2011,728500,MO,Complaint,Partial,5399.0,452910,3,Walmart,Walmart,2010-01-01,2012-12-30
315751537.0,12/09/2011,213100,NY,Complaint,Partial,5311.0,452111,2,Walmart Supercenter,Walmart,2010-01-01,2012-12-30
314570243.0,11/23/2011,950621,CA,Complaint,Partial,5311.0,452111,2,Walmart Inc Store #3712,Walmart,2010-01-01,2012-12-30
312057896.0,11/22/2011,552652,MI,Complaint,Partial,5311.0,452112,1,Walmart,Walmart,2010-01-01,2012-12-30
315827824.0,11/07/2011,355111,VA,Complaint,Partial,5311.0,452111,3,Walmart Store #1730,Walmart,2010-01-01,2012-12-30
314727058.0,11/04/2011,317900,PA,Complaint,Partial,5311.0,452112,1,Walmart,Walmart,2010-01-01,2012-12-30
312054901.0,11/01/2011,552652,MI,Planned,Complete,5311.0,452112,1,Walmart Store #2867,Walmart,2010-01-01,2012-12-30
315817122.0,10/11/2011,317000,PA,Complaint,Partial,5999.0,453998,1,Walmart Store #2830,Walmart,2010-01-01,2012-12-30
316065879.0,10/04/2011,355112,VA,Complaint,Partial,1542.0,236220,2,Walmart,Walmart,2010-01-01,2012-12-30
315918748.0,09/30/2011,953210,NV,Complaint,Partial,5399.0,452910,1,Walmart Supercenter #2453,Walmart,2010-01-01,2012-12-30
314726423.0,09/21/2011,317900,PA,Referral,Partial,5399.0,452990,2,Walmart,Walmart,2010-01-01,2012-12-30
98356.015,09/01/2011,830600,CO,Complaint,Partial,,452111,4,Walmart Supercenter #3566,Walmart,2010-01-01,2012-12-30
315502880.0,08/17/2011,213600,NY,Referral,Partial,5311.0,452112,5,Walmart Supercenter Store# 2859,Walmart,2010-01-01,2012-12-30
315502476.0,08/02/2011,213600,NY,Complaint,Partial,5311.0,452112,12,Walmart Supercenter Store #2859,Walmart,2010-01-01,2012-12-30
315477539.0,05/31/2011,419700,FL,Planned,Complete,4225.0,493110,4,"Walmart Stores, Inc.",Walmart,2010-01-01,2012-12-30
310099916.0,05/20/2011,950613,CA,Complaint,Partial,5999.0,453998,2,Walmart Stores,Walmart,2010-01-01,2012-12-30
315550434.0,05/05/2011,729300,MO,Complaint,Partial,5399.0,452910,1,Walmart,Walmart,2010-01-01,2012-12-30
314011214.0,05/04/2011,257260,PR,Complaint,Partial,5311.0,452111,2,Walmart De Puerto Rico Inc,Walmart,2010-01-01,2012-12-30
314568205.0,04/18/2011,950621,CA,Accident,Partial,4225.0,493110,1,Walmart Stores Inc,Walmart,2010-01-01,2012-12-30
315285080.0,04/06/2011,111100,ME,Planned,Partial,4222.0,493120,4,Walmart Grocery Distribution Center #7014,Walmart,2010-01-01,2012-12-30
314941501.0,04/04/2011,257220,PR,Complaint,Partial,5411.0,445110,1,Walmart Puerto Rico Inc Dba Supermercado Amigo,Walmart,2010-01-01,2012-12-30
312363500.0,04/01/2011,950614,CA,Complaint,Partial,5311.0,452112,1,Walmart Store #2161,Walmart,2010-01-01,2012-12-30
311996912.0,03/15/2011,552652,MI,Complaint,Complete,5311.0,452111,2,Walmart,Walmart,2010-01-01,2012-12-30
315174250.0,03/09/2011,627100,AR,Complaint,Partial,5311.0,452111,4,Walmart Store 336,Walmart,2010-01-01,2012-12-30
311994693.0,02/23/2011,552652,MI,Planned,Complete,5311.0,452112,4,Walmart Stores #5376,Walmart,2010-01-01,2012-12-30
315281394.0,02/17/2011,453730,NC,Planned,Complete,5311.0,452910,1,Walmart Supercenter - Store 1034,Walmart,2010-01-01,2012-12-30
314715509.0,01/25/2011,1055340,WA,Referral,Partial,5311.0,452111,4,Walmart Associates Inc,Walmart,2010-01-01,2012-12-30
315178053.0,12/29/2010,213600,NY,Complaint,Partial,5311.0,452111,2,Walmart Store #5027,Walmart,2010-01-01,2012-12-30
314276494.0,12/23/2010,636900,TX,Complaint,Partial,5311.0,452112,2,Walmart Supercenter #0972,Walmart,2010-01-01,2012-12-30
314040999.0,12/13/2010,521400,IL,Complaint,Partial,5311.0,452112,1,Walmart,Walmart,2010-01-01,2012-12-30
314589441.0,11/17/2010,522500,OH,Complaint,Partial,5399.0,452910,2,Walmart Supercenter #1937,Walmart,2010-01-01,2012-12-30
315001198.0,10/27/2010,355111,VA,Complaint,Partial,5311.0,452112,2,Walmart #2295,Walmart,2010-01-01,2012-12-30
312037963.0,10/20/2010,552652,MI,Planned,Complete,5311.0,452112,13,Walmart #5159,Walmart,2010-01-01,2012-12-30
315001057.0,10/06/2010,355111,VA,Complaint,Partial,5311.0,452112,1,Walmart Store #5343,Walmart,2010-01-01,2012-12-30
314302365.0,09/29/2010,625400,TX,Complaint,Partial,5399.0,452910,1,Walmart Store,Walmart,2010-01-01,2012-12-30
313760811.0,09/10/2010,213100,NY,Complaint,Partial,5399.0,452910,2,Walmart Supercenter,Walmart,2010-01-01,2012-12-30
314737834.0,08/25/2010,729300,MO,Planned,Complete,5311.0,452112,1,Walmart Distribution Center 1069,Walmart,2010-01-01,2012-12-30
314658287.0,07/27/2010,830500,CO,Complaint,Partial,5311.0,452112,1,Walmart,Walmart,2010-01-01,2012-12-30
313741159.0,07/16/2010,452110,KY,Complaint,Partial,5311.0,452111,3,Walmart Supercenter #491,Walmart,2010-01-01,2012-12-30
308878610.0,07/07/2010,552652,MI,Unprog Rel,Partial,5311.0,452112,1,Walmart 3876,Walmart,2010-01-01,2012-12-30
313847592.0,06/29/2010,257230,PR,Referral,Partial,5311.0,452112,2,Wal-Mart Puerto Rico Inc Dba Walmart #2423,Walmart,2010-01-01,2012-12-30
313165953.0,06/23/2010,950631,CA,Complaint,Partial,5331.0,452990,4,Walmart Store 3248,Walmart,2010-01-01,2012-12-30
312663867.0,06/17/2010,950636,CA,Complaint,Partial,5331.0,452990,1,Walmart Store #5164,Walmart,2010-01-01,2012-12-30
314256181.0,06/11/2010,551800,IN,Complaint,Partial,5399.0,452910,1,Walmart,Walmart,2010-01-01,2012-12-30
314147109.0,06/10/2010,950612,CA,Accident,Partial,5311.0,452111,2,Walmart #5766,Walmart,2010-01-01,2012-12-30
314539800.0,05/27/2010,522000,OH,Complaint,Partial,5311.0,452112,2,Walmart Stores Inc. Dba Walmart #1503,Walmart,2010-01-01,2012-12-30
314489782.0,05/26/2010,653510,NM,Referral,Partial,5311.0,452112,2,Walmart #5491,Walmart,2010-01-01,2012-12-30
313831075.0,05/10/2010,453710,NC,Complaint,Partial,5311.0,452111,1,Walmart Supercenter - Store 2836,Walmart,2010-01-01,2012-12-30
313454191.0,05/04/2010,257220,PR,Planned,Complete,5399.0,452910,2,Walmart Puerto Rico Inc Dba Sam'S Club,Walmart,2010-01-01,2012-12-30
311391023.0,04/08/2010,257240,PR,Planned,Partial,5311.0,452111,5,Walmart Puerto Rico Inc,Walmart,2010-01-01,2012-12-30
312914583.0,04/06/2010,950625,CA,Complaint,Partial,5311.0,452112,3,Walmart Stores Inc,Walmart,2010-01-01,2012-12-30
313408981.0,03/10/2010,728500,MO,Planned,Complete,5311.0,452111,1,Walmart #29,Walmart,2010-01-01,2012-12-30
313453854.0,02/16/2010,257220,PR,Referral,Partial,5311.0,452111,1,Walmart Puerto Rico Inc,Walmart,2010-01-01,2012-12-30
313992299.0,01/11/2010,214200,NJ,Complaint,Partial,5399.0,452990,1,Walmart Inc-#3520,Walmart,2010-01-01,2012-12-30
313152977.0,01/06/2010,522500,OH,Complaint,Partial,5311.0,452111,6,Walmart,Walmart,2010-01-01,2012-12-30
