Activity,Opened,RID,St,Type,Sc,SIC,NAICS,Vio,Establishment Name,query,query_start,query_end
1357645.015,11/02/2018,454715,TN,FollowUp,Partial,,452990,5,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1358113.015,11/02/2018,552700,MN,Complaint,Partial,,452990,1,98464 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1358146.015,11/02/2018,1055340,WA,Complaint,Complete,,452990,9,Wa317951772 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1357511.015,11/01/2018,454712,TN,Complaint,Partial,,452112,7,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1356600.015,10/26/2018,454723,TN,Complaint,Partial,,452112,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1353484.015,10/16/2018,950625,CA,Complaint,Partial,,452990,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1353524.015,10/09/2018,1054111,OR,Complaint,Partial,5331.0,452990,2,317722085 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1351299.015,10/04/2018,950411,AZ,Complaint,Partial,,445110,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1350688.015,10/03/2018,355114,VA,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1350112.015,09/28/2018,950411,AZ,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1346746.015,09/20/2018,552652,MI,Complaint,Partial,,452112,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1342814.015,08/29/2018,1055310,WA,Referral,Partial,,452990,2,Wa317950822 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1336248.015,08/07/2018,950411,AZ,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1334723.015,08/01/2018,854910,UT,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1330484.015,07/17/2018,355125,VA,Complaint,Partial,,452990,6,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
1330070.015,07/16/2018,950633,CA,Complaint,Partial,,452112,2,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1330308.015,07/11/2018,418300,AL,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1327441.015,07/03/2018,454715,TN,Complaint,Partial,,452990,5,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1326715.015,06/29/2018,454712,TN,FollowUp,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1325188.015,06/25/2018,950624,CA,Complaint,Partial,,531120,1,Dollar Tree Distribution Center,Dollar Tree,2012-12-19,2022-12-19
1320150.015,06/04/2018,950615,CA,Complaint,Partial,,453998,1,Dollar Tree Store #10,Dollar Tree,2012-12-19,2022-12-19
1316256.015,05/16/2018,751910,IA,Complaint,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1312511.015,04/24/2018,418400,GA,Complaint,Partial,,493110,3,"Dollar Tree Distribution, Inc.",Dollar Tree,2012-12-19,2022-12-19
1309701.015,04/18/2018,728500,MO,FollowUp,Partial,,452990,1,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
1308029.015,04/16/2018,355114,VA,Complaint,Partial,,452990,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1309164.015,04/16/2018,524500,IL,FollowUp,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1321716.015,04/09/2018,950411,AZ,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc. #04013",Dollar Tree,2012-12-19,2022-12-19
1302979.015,03/20/2018,751910,IA,Complaint,Partial,,452112,7,Dollar Tree Store #1397,Dollar Tree,2012-12-19,2022-12-19
1302911.015,03/20/2018,454712,TN,FollowUp,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1302291.015,03/13/2018,751910,IA,Complaint,Partial,,452112,3,Dollar Tree #6655,Dollar Tree,2012-12-19,2022-12-19
1299845.015,03/07/2018,729700,KS,Complaint,Partial,,452990,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19
1298402.015,02/28/2018,521100,WI,Complaint,Partial,,452990,2,Dollar Tree #01553,Dollar Tree,2012-12-19,2022-12-19
1293937.015,02/08/2018,551800,IN,Complaint,Partial,5331.0,452990,2,107004 - Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1293367.015,02/06/2018,626300,TX,Referral,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1292106.015,02/01/2018,950621,CA,Complaint,Partial,,452112,4,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1290825.015,01/09/2018,1054111,OR,Complaint,Partial,5331.0,452990,3,317719228 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1285915.015,01/03/2018,213100,NY,Complaint,Partial,,452112,1,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1286103.015,01/03/2018,1054191,OR,Complaint,Partial,5331.0,452990,2,317719157 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1283142.015,12/14/2017,1054191,OR,Complaint,Partial,5331.0,452990,2,317719034 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1281516.015,12/07/2017,854910,UT,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
1281812.015,12/07/2017,950615,CA,Complaint,Partial,,423990,1,"Dollar Tree Stores, Inc. #04369",Dollar Tree,2012-12-19,2022-12-19
1280766.015,11/30/2017,453710,NC,Complaint,Partial,5399.0,452990,5,"136518 - Dollar Tree Stores, Inc. #873",Dollar Tree,2012-12-19,2022-12-19
1279252.015,11/28/2017,454712,TN,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1278349.015,11/20/2017,111500,CT,Complaint,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1276008.015,11/13/2017,112000,CT,Complaint,Partial,,493110,3,Dollar Tree Distribution Inc.,Dollar Tree,2012-12-19,2022-12-19
1277612.015,11/09/2017,551800,IN,Complaint,Partial,5331.0,452990,2,106741 - Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1276469.015,11/09/2017,1055340,WA,Referral,Partial,,452990,2,Wa317947225 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1274974.015,10/31/2017,419400,MS,Referral,Partial,,493110,2,Dollar Tree Distribution Center #2,Dollar Tree,2012-12-19,2022-12-19
1272028.015,10/23/2017,854910,UT,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1271229.015,10/18/2017,317700,PA,Complaint,Partial,,493110,1,"Dollar Tree Distribution, Inc.",Dollar Tree,2012-12-19,2022-12-19
1270803.015,10/17/2017,1055330,WA,Referral,Partial,,452990,2,Wa317946625 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1269761.015,10/11/2017,830600,CO,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1268688.015,10/06/2017,523400,WI,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1268180.015,10/04/2017,751910,IA,Complaint,Partial,,452112,4,Dollar Tree #6655,Dollar Tree,2012-12-19,2022-12-19
1266190.015,09/25/2017,453720,NC,Complaint,Partial,5331.0,452990,5,"135883 - Dollar Tree Stores, Inc. (Store #90)",Dollar Tree,2012-12-19,2022-12-19
1262996.015,09/12/2017,830500,CO,Monitoring,Partial,,453998,1,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1261916.015,09/06/2017,453710,NC,Complaint,Partial,5331.0,452990,4,"135759 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1262725.015,09/01/2017,953220,NV,Complaint,Partial,,452990,4,"Dollar Tree Stores, Inc. Store #6135",Dollar Tree,2012-12-19,2022-12-19
1259381.015,08/29/2017,854910,UT,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
1260384.015,08/16/2017,1054191,OR,Complaint,Partial,5331.0,452990,2,317717942 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1252313.015,08/04/2017,950624,CA,Complaint,Partial,,452990,2,"Dollar Tree, Inc.",Dollar Tree,2012-12-19,2022-12-19
1250847.015,07/28/2017,317300,DE,Complaint,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1260742.015,07/25/2017,855610,WY,Planned,Complete,,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1250077.015,07/24/2017,950624,CA,Complaint,Partial,,452990,1,"Dollar Tree, Inc",Dollar Tree,2012-12-19,2022-12-19
1251587.015,07/21/2017,950411,AZ,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1244037.015,07/03/2017,854910,UT,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1242835.015,06/23/2017,1054113,OR,Planned,Complete,5331.0,452990,1,317717360 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1242205.015,06/22/2017,552700,MN,Complaint,Partial,,452990,1,95480 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1260736.015,06/16/2017,855610,WY,Planned,Complete,,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1259454.015,06/14/2017,855610,WY,Planned,Complete,,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1230177.015,05/04/2017,855610,WY,Monitoring,Complete,,452990,5,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1229633.015,05/03/2017,855610,WY,Monitoring,Partial,,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1229181.015,05/02/2017,855610,WY,Monitoring,Partial,,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1229644.015,05/02/2017,855610,WY,Monitoring,Complete,,452990,5,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1227939.015,04/27/2017,552652,MI,Complaint,Partial,,452112,2,Dollar Tree #175,Dollar Tree,2012-12-19,2022-12-19
1228371.015,04/27/2017,855610,WY,Monitoring,Partial,,452112,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1228349.015,04/26/2017,855610,WY,Monitoring,Partial,,452112,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1227762.015,04/25/2017,855610,WY,Monitoring,Partial,,452112,1,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1228654.015,04/25/2017,112000,CT,Referral,Partial,,493110,2,"Dollar Tree Distribution, Inc.",Dollar Tree,2012-12-19,2022-12-19
1225348.015,04/17/2017,355112,VA,Complaint,Partial,,452990,4,"Dollar Tree Distribution, Inc.",Dollar Tree,2012-12-19,2022-12-19
1224253.015,04/10/2017,950411,AZ,Complaint,Partial,,452990,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1219005.015,03/22/2017,1055350,WA,Complaint,Partial,,452990,4,Wa317944427 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1214513.015,03/02/2017,155010,VT,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1209252.015,02/09/2017,950647,CA,Complaint,Partial,,452990,6,Dollar Tree Stores Inc. #1262,Dollar Tree,2012-12-19,2022-12-19
1207736.015,02/03/2017,950615,CA,Complaint,Partial,,452990,4,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1206871.015,01/31/2017,728500,MO,Complaint,Partial,,452990,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1206086.015,01/26/2017,453710,NC,Complaint,Partial,5331.0,452990,1,133429 - Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1204188.015,01/10/2017,953210,NV,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1202268.015,01/04/2017,1054112,OR,Planned,Complete,5331.0,452990,1,317715366 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1199921.015,12/27/2016,950624,CA,Complaint,Partial,,452990,2,Dollar Tree #1260,Dollar Tree,2012-12-19,2022-12-19
1199078.015,12/22/2016,112300,RI,Complaint,Partial,,453998,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1198899.015,12/21/2016,552700,MN,Complaint,Partial,5399.0,452990,4,94407 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1195815.015,12/07/2016,454712,TN,Complaint,Partial,,452990,4,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1195034.015,12/01/2016,213900,NJ,Monitoring,Partial,,452111,1,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1192237.015,11/18/2016,1055310,WA,Referral,Partial,,452990,3,Wa317943054 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1192209.015,11/17/2016,1054112,OR,Planned,Complete,5331.0,452990,2,317714882 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1184962.015,10/14/2016,1054111,OR,Complaint,Partial,5331.0,452990,1,317714151 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1183553.015,10/13/2016,830100,MT,Monitoring,Partial,,452112,4,"Dollar Tree Stores, Inc., #2828",Dollar Tree,2012-12-19,2022-12-19
1182639.015,10/10/2016,950615,CA,Complaint,Partial,,445120,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1182398.015,10/06/2016,453710,NC,Complaint,Partial,5331.0,452990,4,"132517 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1184367.015,09/29/2016,950643,CA,Complaint,Partial,,452990,1,"Dollar Tree, Inc. Store #5599",Dollar Tree,2012-12-19,2022-12-19
1176237.015,09/09/2016,1054111,OR,Complaint,Partial,5331.0,452990,2,317713937 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1175394.015,09/07/2016,524530,IL,Monitoring,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1176407.015,09/07/2016,751910,IA,Complaint,Partial,,452112,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1170707.015,08/17/2016,950411,AZ,Complaint,Complete,,452990,9,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1170565.015,08/16/2016,953220,NV,Complaint,Partial,,452990,2,Dollar Tree Stores Inc Store #1595,Dollar Tree,2012-12-19,2022-12-19
1168406.015,08/09/2016,111700,NH,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1166383.015,08/01/2016,552700,MN,Complaint,Partial,5399.0,452990,1,93581 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1164546.015,07/26/2016,950624,CA,Complaint,Partial,,493110,1,Dollar Tree Warehouse,Dollar Tree,2012-12-19,2022-12-19
1163850.015,07/22/2016,953210,NV,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1158485.015,06/23/2016,950632,CA,Complaint,Partial,,452112,1,Dollar Tree #0285,Dollar Tree,2012-12-19,2022-12-19
1152593.015,06/06/2016,1054116,OR,Planned,Complete,5331.0,452990,1,317712732 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1152940.015,06/01/2016,1055340,WA,Referral,Partial,,452990,3,Wa317940806 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1147303.015,05/11/2016,453710,NC,Complaint,Partial,5331.0,452990,5,"130092 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1146269.015,05/05/2016,1055340,WA,Referral,Partial,,452990,3,Wa317940625 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1144423.015,05/03/2016,854910,UT,Complaint,Partial,,452990,5,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
1143713.015,04/29/2016,418100,GA,Complaint,Partial,,452111,1,"Dollar Tree, Inc. Store#4723",Dollar Tree,2012-12-19,2022-12-19
1139232.015,03/31/2016,1054116,OR,Planned,Complete,5331.0,452990,5,317711891 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1135605.015,03/29/2016,355116,VA,Complaint,Partial,,452990,6,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1139569.015,03/21/2016,1054112,OR,Planned,Complete,5331.0,452990,1,317711761 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1131904.015,03/11/2016,551800,IN,Complaint,Partial,5331.0,452990,2,104869 - Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1129980.015,03/10/2016,950647,CA,Complaint,Partial,,452112,6,"Dollar Tree Store, Inc Store # 03246",Dollar Tree,2012-12-19,2022-12-19
1132438.015,03/02/2016,1054113,OR,Planned,Complete,5331.0,452990,3,317711561 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1143102.015,02/29/2016,1054113,OR,Planned,Complete,5331.0,452990,1,317711475 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1116040.015,01/05/2016,950615,CA,Complaint,Partial,,452112,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1118185.015,12/22/2015,454510,SC,Complaint,Partial,5331.0,452990,3,69782 - Dollar Tree Store 1307,Dollar Tree,2012-12-19,2022-12-19
1112288.015,12/15/2015,953210,NV,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1111010.015,12/09/2015,950633,CA,Complaint,Partial,,493110,3,Dollar Tree Distribution Center,Dollar Tree,2012-12-19,2022-12-19
1110837.015,12/09/2015,1054114,OR,Planned,Complete,5331.0,452990,2,317710569 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1109167.015,12/01/2015,420600,FL,Complaint,Partial,,453998,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1107313.015,11/19/2015,1055340,WA,Referral,Partial,,452990,2,Wa317938627 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1103908.015,11/03/2015,452110,KY,Complaint,Partial,5331.0,452990,2,56437 - Dollar Tree Stores Inc Dba Dollar Tree 5707,Dollar Tree,2012-12-19,2022-12-19
1114966.015,10/27/2015,552700,MN,Complaint,Partial,5311.0,452112,3,91893 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1097611.015,10/08/2015,453730,NC,Complaint,Partial,5331.0,452990,2,"128211 - Dollar Tree Stores, Inc. - Store #2255",Dollar Tree,2012-12-19,2022-12-19
1084718.015,08/12/2015,420600,FL,Complaint,Partial,,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1082100.015,07/09/2015,1054114,OR,Complaint,Partial,5331.0,452990,3,317708744 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1077076.015,06/25/2015,1055340,WA,Referral,Partial,,452990,1,Wa317936926 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1070970.015,06/16/2015,830600,CO,Complaint,Partial,,453998,3,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1070357.015,06/12/2015,950625,CA,Complaint,Partial,,452990,1,Dollar Tree Store 1246,Dollar Tree,2012-12-19,2022-12-19
1068869.015,06/08/2015,950411,AZ,Complaint,Partial,,452990,3,"Dollar Tree, Inc., A Virginia Corporation",Dollar Tree,2012-12-19,2022-12-19
1079686.015,05/26/2015,1054115,OR,Planned,Partial,5331.0,452990,1,317707393 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1065780.015,05/19/2015,953210,NV,Referral,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1066179.015,05/19/2015,111500,CT,Complaint,Partial,,452990,2,"Dollar Tree, Inc. Store #5264",Dollar Tree,2012-12-19,2022-12-19
1060953.015,05/05/2015,214700,NY,Complaint,Partial,,452990,2,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1059353.015,04/29/2015,950631,CA,Referral,Partial,,448150,6,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1059472.015,04/28/2015,355112,VA,Complaint,Partial,,453998,3,Dollar Tree Store 130,Dollar Tree,2012-12-19,2022-12-19
317979870.0,04/20/2015,552700,MN,Complaint,Partial,5311.0,452112,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1055319.015,04/15/2015,214700,NY,Complaint,Partial,,453998,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1062522.015,04/09/2015,216000,NY,Complaint,Partial,,452112,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1047453.015,03/19/2015,522500,OH,Referral,Partial,,452990,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
1044065.015,03/02/2015,523300,WI,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc. #2059",Dollar Tree,2012-12-19,2022-12-19
1019223.015,01/16/2015,521700,IL,Complaint,Partial,,423990,1,Dollar Tree Distribution Inc.,Dollar Tree,2012-12-19,2022-12-19
1017821.015,01/13/2015,214700,NY,Complaint,Partial,,452112,4,Dollar Tree Inc.,Dollar Tree,2012-12-19,2022-12-19
1015396.015,12/19/2014,950624,CA,Complaint,Partial,,452112,1,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
317617447.0,12/16/2014,1055350,WA,Referral,Complete,5331.0,452990,1,Dollar Tree 4495,Dollar Tree,2012-12-19,2022-12-19
317941177.0,12/05/2014,453730,NC,Complaint,Partial,5331.0,452990,4,"Dollar Tree Stores, Inc. #2255",Dollar Tree,2012-12-19,2022-12-19
1012127.015,12/05/2014,521700,IL,Complaint,Partial,,453998,1,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1015177.015,12/02/2014,953210,NV,Complaint,Complete,,452990,2,Dollar Tree Inc.,Dollar Tree,2012-12-19,2022-12-19
1009303.015,11/19/2014,521700,IL,Complaint,Partial,,453998,2,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
1008888.015,11/18/2014,626700,TX,Complaint,Partial,,452990,6,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1053780.015,11/18/2014,1054113,OR,Planned,Complete,5331.0,452990,8,317705581 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
1009454.015,11/18/2014,953210,NV,Complaint,Partial,,452990,8,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
317940203.0,11/12/2014,453710,NC,Complaint,Partial,5399.0,452990,5,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1006796.015,11/06/2014,420600,FL,Complaint,Partial,,452990,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
1005259.015,10/31/2014,112300,RI,Complaint,Partial,,453998,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
317459295.0,10/23/2014,551800,IN,Complaint,Partial,5331.0,452990,4,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
317704070.0,09/23/2014,1054112,OR,Complaint,Partial,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
317809044.0,09/17/2014,950625,CA,Complaint,Partial,5331.0,452990,2,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
993458.015,09/04/2014,216000,NY,Complaint,Partial,,452112,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
992045.015,08/26/2014,355124,VA,Planned,Complete,,493110,5,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
992095.015,08/26/2014,216000,NY,Complaint,Complete,,452990,4,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
317784635.0,07/18/2014,950624,CA,Complaint,Partial,5331.0,452990,3,Dollar Tree,Dollar Tree,2012-12-19,2022-12-19
317627727.0,07/09/2014,1054114,OR,Planned,Complete,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
983776.015,06/05/2014,317300,DE,Complaint,Partial,,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
317250777.0,05/19/2014,950621,CA,Complaint,Partial,5331.0,452990,3,Dollar Tree Stores Inc Dba Dollar Tree #1209,Dollar Tree,2012-12-19,2022-12-19
967705.015,04/16/2014,636900,TX,Complaint,Partial,,445120,6,"Dollar Tree Stores, Inc. #1907",Dollar Tree,2012-12-19,2022-12-19
317625127.0,04/14/2014,1054114,OR,Planned,Complete,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
966521.015,04/07/2014,112000,CT,Complaint,Partial,,493110,1,"Dollar Tree Distribution, Inc.",Dollar Tree,2012-12-19,2022-12-19
958230.015,02/11/2014,317900,PA,Complaint,Partial,,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
316647635.0,01/15/2014,1054113,OR,Planned,Complete,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
316961283.0,12/27/2013,1055320,WA,Referral,Partial,5331.0,452990,2,Dollar Tree #5276 Woodinville,Dollar Tree,2012-12-19,2022-12-19
954526.015,12/24/2013,111400,MA,Complaint,Complete,,423990,4,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
316214584.0,12/23/2013,950633,CA,Complaint,Partial,5399.0,452990,8,The Dollar Tree Store #3621,Dollar Tree,2012-12-19,2022-12-19
316798263.0,12/16/2013,1054116,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
951864.015,12/10/2013,830100,MT,Complaint,Complete,,452990,4,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
317408391.0,12/04/2013,453730,NC,FollowUp,Partial,5331.0,452990,1,"Dollar Tree Stores, Inc.(Store #238)",Dollar Tree,2012-12-19,2022-12-19
951336.015,11/27/2013,112300,RI,Complaint,Partial,,453998,4,Dollar Tree Stores Inc.,Dollar Tree,2012-12-19,2022-12-19
316214436.0,11/26/2013,950633,CA,Accident,Partial,5331.0,452990,3,Dollar Tree Distribution Inc,Dollar Tree,2012-12-19,2022-12-19
