Activity,Opened,RID,St,Type,Sc,SIC,NAICS,Vio,Establishment Name,query,query_start,query_end
317275253.0,11/15/2013,453710,NC,Complaint,Partial,5331.0,452990,2,"Dollar Tree Stores, Inc. - Store # 2581",Dollar Tree,2012-12-19,2022-12-19
943537.015,10/22/2013,317300,DE,Complaint,Partial,,453998,3,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19
317293298.0,09/04/2013,453730,NC,Complaint,Partial,5331.0,452990,3,"Dollar Tree Stores, Inc.(Store #238)",Dollar Tree,2012-12-19,2022-12-19
316700822.0,08/27/2013,950624,CA,Complaint,Partial,5399.0,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19
317072528.0,08/15/2013,1054191,OR,Referral,Partial,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
317071488.0,07/30/2013,1054112,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
920433.015,07/17/2013,214500,NJ,Complaint,Partial,,452990,1,Dollar Tree Store,Dollar Tree,2012-12-19,2022-12-19
316785039.0,07/03/2013,453710,NC,Complaint,Partial,5331.0,452990,2,"Dollar Tree Stores, Inc. Store #1103",Dollar Tree,2012-12-19,2022-12-19
316640309.0,06/18/2013,1054113,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19
316212414.0,06/13/2013,950633,CA,Complaint,Partial,5331.0,452990,3,The Dollar Tree Store #3621,Dollar Tree,2012-12-19,2022-12-19
316803030.0,05/28/2013,1055340,WA,Referral,Partial,5399.0,452990,1,Dollar Tree Stores # 2264,Dollar Tree,2012-12-19,2022-12-19
316698000.0,04/16/2013,950624,CA,Complaint,Partial,5331.0,452990,2,"Dollar Tree Stores, Inc Dba Dollar Tree #4403",Dollar Tree,2012-12-19,2022-12-19
316867423.0,03/05/2013,953210,NV,Referral,Partial,5331.0,452990,2,Dollar Tree #4068,Dollar Tree,2012-12-19,2022-12-19
316709922.0,09/27/2012,1054111,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
316456029.0,09/14/2012,1055310,WA,Planned,Complete,5331.0,452990,3,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
600998.015,08/29/2012,418100,GA,Complaint,Partial,,453998,2,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
316590967.0,07/06/2012,751910,IA,Complaint,Partial,5311.0,452112,1,Dollar Tree,Dollar Tree,2010-01-01,2012-12-18
315667832.0,05/30/2012,1054113,OR,Planned,Complete,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
316509975.0,05/17/2012,950411,AZ,Complaint,Complete,5331.0,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
316234004.0,04/12/2012,1055350,WA,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315936179.0,03/28/2012,1054116,OR,Planned,Complete,5331.0,452990,3,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315936088.0,03/21/2012,1054116,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315665463.0,02/15/2012,1054113,OR,Planned,Complete,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315949743.0,12/16/2011,1054111,OR,Complaint,Partial,5331.0,452990,2,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315579524.0,11/23/2011,1055340,WA,Referral,Partial,5399.0,452990,1,Dollar Tree Stores # 2264,Dollar Tree,2010-01-01,2012-12-18
316068212.0,11/15/2011,953210,NV,Complaint,Partial,5331.0,452990,1,"Dollar Tree Stores, Inc. #3473",Dollar Tree,2010-01-01,2012-12-18
316177625.0,10/28/2011,454715,TN,Complaint,Partial,5331.0,452990,6,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
315793539.0,09/20/2011,214200,NJ,Complaint,Partial,5331.0,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
109180562.0,08/19/2011,111500,CT,Referral,Partial,5399.0,452990,1,Dollar Tree Stores Incorporated,Dollar Tree,2010-01-01,2012-12-18
313513855.0,08/18/2011,950633,CA,Complaint,Partial,5331.0,452990,1,Dollar Tree Inc # 04294,Dollar Tree,2010-01-01,2012-12-18
315968883.0,08/17/2011,420600,FL,Complaint,Partial,5999.0,453998,3,"Dollar Tree Stores, Inc #1168",Dollar Tree,2010-01-01,2012-12-18
315677583.0,08/01/2011,953210,NV,Complaint,Complete,5331.0,452990,2,"Dollar Tree Stores, Inc. #1225",Dollar Tree,2010-01-01,2012-12-18
92089.015,07/07/2011,521400,IL,Complaint,Partial,,452990,6,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
314094335.0,07/07/2011,418400,GA,Referral,Partial,5331.0,452990,1,"Dollar Tree Distribution, Inc.",Dollar Tree,2010-01-01,2012-12-18
315439166.0,05/12/2011,953210,NV,Complaint,Partial,5331.0,452990,1,"Dollar Tree Stores, Inc. #1224",Dollar Tree,2010-01-01,2012-12-18
315068940.0,04/18/2011,950625,CA,Complaint,Partial,5331.0,452990,6,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
315282806.0,04/18/2011,953210,NV,Complaint,Partial,5331.0,452990,1,"Dollar Tree Stores, Inc. #1506",Dollar Tree,2010-01-01,2012-12-18
315335927.0,03/07/2011,355114,VA,Complaint,Partial,5331.0,452990,1,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
315420810.0,02/28/2011,1054111,OR,Planned,Complete,5331.0,452990,9,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
314582149.0,02/22/2011,452110,KY,Complaint,Partial,5399.0,452990,6,"Dollar Tree Stores,Inc. Dba Dollar Tree Store #731",Dollar Tree,2010-01-01,2012-12-18
314875535.0,01/13/2011,453710,NC,Complaint,Partial,5331.0,452990,2,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
315097675.0,01/10/2011,953210,NV,Referral,Partial,5331.0,452990,2,Dollar Tree,Dollar Tree,2010-01-01,2012-12-18
314534702.0,12/27/2010,950621,CA,Complaint,Partial,5311.0,452112,2,Dollar Tree #1976,Dollar Tree,2010-01-01,2012-12-18
314872425.0,12/13/2010,453710,NC,Complaint,Partial,5331.0,452990,3,"Dollar Tree Stores, Inc.",Dollar Tree,2010-01-01,2012-12-18
125472266.0,12/09/2010,950615,CA,Complaint,Complete,5331.0,452990,4,"Dollar Tree Stores, Inc. Store #3480",Dollar Tree,2010-01-01,2012-12-18
314913682.0,12/03/2010,214700,NY,Complaint,Partial,5331.0,452990,2,Dollar Tree Stores Inc.#3093,Dollar Tree,2010-01-01,2012-12-18
314611773.0,11/03/2010,1054193,OR,Complaint,Partial,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
314579442.0,10/15/2010,1055350,WA,Complaint,Partial,5331.0,452990,1,Dollar Tree Stores #2942,Dollar Tree,2010-01-01,2012-12-18
314822156.0,09/14/2010,950643,CA,Complaint,Partial,5999.0,453998,3,Dollar Tree,Dollar Tree,2010-01-01,2012-12-18
314702051.0,08/25/2010,953210,NV,Complaint,Partial,5331.0,452990,7,"Dollar Tree Stores, Inc. #1224",Dollar Tree,2010-01-01,2012-12-18
313981607.0,07/29/2010,213400,NJ,Complaint,Partial,5331.0,452990,5,Dollar Tree Stores,Dollar Tree,2010-01-01,2012-12-18
314434861.0,06/14/2010,1054111,OR,Complaint,Partial,5331.0,452990,3,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
313779365.0,06/04/2010,1054114,OR,Planned,Complete,5331.0,452990,1,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
312864333.0,03/31/2010,214500,NJ,Complaint,Partial,5331.0,452990,4,"Dollar Tree Stores, Inc - Store # 3785",Dollar Tree,2010-01-01,2012-12-18
314238429.0,03/31/2010,316700,PA,Complaint,Partial,5331.0,452990,3,"Dollar Tree Stores, Incorporated",Dollar Tree,2010-01-01,2012-12-18
313549198.0,03/31/2010,1054116,OR,Planned,Complete,5331.0,452990,3,Dollar Tree Stores Inc,Dollar Tree,2010-01-01,2012-12-18
311484224.0,01/29/2010,155010,VT,Complaint,Partial,5331.0,452990,1,"Dollar Tree, Inc.",Dollar Tree,2010-01-01,2012-12-18
311483531.0,01/29/2010,155010,VT,Complaint,Partial,5331.0,452990,1,Dollar Tree Store #1742,Dollar Tree,2010-01-01,2012-12-18
313407611.0,01/29/2010,728500,MO,Complaint,Partial,5331.0,452990,1,Dollar Tree Stores Inc Dba Deals Stores,Dollar Tree,2010-01-01,2012-12-18
1609892.015,07/07/2022,352410,MD,Complaint,Partial,,452319,1,"Family Dollar Stores Of Maryland, Llc",Family Dollar,2016-01-01,2022-12-19
1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19
1601146.015,06/09/2022,728500,MO,Complaint,Partial,,445120,4,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1600514.015,06/07/2022,854910,UT,Complaint,Partial,,452319,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1591909.015,04/22/2022,453710,NC,Complaint,Partial,5331.0,452990,2,"151646 - Family Dollar Stores, Inc #11208",Family Dollar,2016-01-01,2022-12-19
1588141.015,04/05/2022,728900,NE,Referral,Partial,,452319,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1587310.015,04/01/2022,454721,TN,Complaint,Partial,,452319,4,"Family Dollar Stores Of Tennessee, Llc",Family Dollar,2016-01-01,2022-12-19
1584434.015,03/16/2022,352460,MD,Complaint,Partial,,452319,7,"Family Dollar Stores Of Maryland, Llc",Family Dollar,2016-01-01,2022-12-19
1583803.015,03/16/2022,352410,MD,Complaint,Partial,,452319,1,"Family Dollar Stores Of Maryland, Llc",Family Dollar,2016-01-01,2022-12-19
1583176.015,03/14/2022,355117,VA,Complaint,Partial,,452319,3,Family Dollar #53,Family Dollar,2016-01-01,2022-12-19
1581314.015,03/03/2022,626600,TX,Referral,Partial,,452319,3,"Family Dollar Stores Of Texas, Llc",Family Dollar,2016-01-01,2022-12-19
1578556.015,02/16/2022,355117,VA,Complaint,Partial,,452319,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1577434.015,02/10/2022,522500,OH,Complaint,Complete,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1576941.015,02/07/2022,453710,NC,Complaint,Partial,5331.0,452990,3,"151100 - Family Dollar, Inc",Family Dollar,2016-01-01,2022-12-19
1575351.015,01/31/2022,522300,OH,Complaint,Partial,,452319,5,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19
1573203.015,01/19/2022,418600,FL,Complaint,Complete,,452319,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1569391.015,12/17/2021,419730,FL,Fat/Cat,Complete,,452319,4,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1566565.015,11/29/2021,627100,AR,Complaint,Partial,,452319,1,Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1560200.015,10/26/2021,317900,PA,Complaint,Partial,,453998,1,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1551093.015,09/02/2021,854910,UT,Complaint,Partial,,452319,2,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1546961.015,08/11/2021,729700,KS,Complaint,Partial,,452319,3,Family Dollar Store 28457,Family Dollar,2016-01-01,2022-12-19
1547279.015,08/09/2021,551800,IN,Complaint,Partial,5331.0,452990,1,112198 - Family Dollar,Family Dollar,2016-01-01,2022-12-19
1546323.015,08/06/2021,420600,FL,Complaint,Partial,,452319,2,"Skm Partners, Llc And Dollar Tree Stores, Inc. And Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1537710.015,06/21/2021,336000,PA,Complaint,Partial,,452319,2,Family Dollar Inc.,Family Dollar,2016-01-01,2022-12-19
1538032.015,06/21/2021,352410,MD,Complaint,Partial,,452319,1,"Family Dollar Stores Of Maryland, Llc",Family Dollar,2016-01-01,2022-12-19
1535738.015,06/10/2021,627100,AR,Complaint,Partial,,452319,1,"Family Dollar Stores Of Arkansas, Llc",Family Dollar,2016-01-01,2022-12-19
1535353.015,06/09/2021,728900,NE,Referral,Partial,,452210,1,Family Dollar Store,Family Dollar,2016-01-01,2022-12-19
1533718.015,06/01/2021,552652,MI,Complaint,Partial,,445120,1,Family Dollar #7326,Family Dollar,2016-01-01,2022-12-19
1526429.015,04/22/2021,552652,MI,Complaint,Partial,,452319,1,Family Dollar Stores Of Michigan #25952,Family Dollar,2016-01-01,2022-12-19
1526287.015,04/20/2021,453710,NC,Complaint,Partial,5331.0,452990,2,"148932 - Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1537320.015,03/09/2021,950647,CA,Complaint,Partial,,452112,1,Family Dollar Inc.,Family Dollar,2016-01-01,2022-12-19
1516838.015,02/25/2021,452110,KY,Complaint,Partial,5099.0,423990,1,63535 - Family Dollar Inc,Family Dollar,2016-01-01,2022-12-19
1514777.015,02/08/2021,453710,NC,Complaint,Partial,5331.0,452990,1,"148405 - Family Dollar Stores Of North Carolina, Inc",Family Dollar,2016-01-01,2022-12-19
1487112.015,08/10/2020,953220,NV,Complaint,Partial,,452112,1,"Family Dollar, Inc. #25912",Family Dollar,2016-01-01,2022-12-19
1486157.015,07/31/2020,453710,NC,Complaint,Partial,5999.0,453998,2,"145995 - Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1480377.015,06/24/2020,214500,NJ,Complaint,Partial,,452990,6,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1480368.015,06/24/2020,214500,NJ,Complaint,Partial,,452990,5,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1476089.015,05/22/2020,452110,KY,Complaint,Partial,5399.0,452990,1,62745 - Family Dollar Store 6820,Family Dollar,2016-01-01,2022-12-19
1471997.015,04/07/2020,653510,NM,Complaint,Partial,,452990,1,Family Dollar Stores Inc,Family Dollar,2016-01-01,2022-12-19
1468846.015,03/10/2020,950647,CA,Complaint,Partial,,452112,5,"Family Dollar, Inc. #10107",Family Dollar,2016-01-01,2022-12-19
1457772.015,01/22/2020,627100,AR,Unprog Rel,Partial,,493110,1,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1454287.015,01/07/2020,112300,RI,Complaint,Partial,,452990,1,"Family Dollar Stores Of Rhode Island, Llc",Family Dollar,2016-01-01,2022-12-19
1445370.015,11/15/2019,950624,CA,Complaint,Partial,,443111,3,"Family Dollar, Inc",Family Dollar,2016-01-01,2022-12-19
1438050.015,10/15/2019,454510,SC,Complaint,Partial,5399.0,452990,1,74240 - Family Dollar Inc,Family Dollar,2016-01-01,2022-12-19
1437095.015,10/08/2019,627100,AR,FollowUp,Partial,,493110,3,Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1435006.015,10/02/2019,419400,MS,Complaint,Partial,,452112,2,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1421953.015,08/08/2019,950624,CA,Complaint,Partial,,452990,1,"Family Dollar, Inc",Family Dollar,2016-01-01,2022-12-19
1417487.015,07/22/2019,418300,AL,Complaint,Partial,,452990,2,"Family Dollar Stores Of Alabama, Llc",Family Dollar,2016-01-01,2022-12-19
1412193.015,06/28/2019,950625,CA,Complaint,Partial,,452112,5,"Family Dollar Operations, Inc.",Family Dollar,2016-01-01,2022-12-19
1404948.015,05/29/2019,855610,WY,Complaint,Partial,,452990,4,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1398022.015,05/02/2019,216000,NY,FollowUp,Partial,,452990,1,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1387643.015,03/22/2019,352410,MD,Planned,Complete,,452990,7,"Family Dollar Stores Of Maryland, Llc",Family Dollar,2016-01-01,2022-12-19
1377346.015,02/08/2019,214200,NJ,Complaint,Partial,,452990,2,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1375838.015,02/01/2019,522300,OH,Complaint,Partial,,453998,2,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1370996.015,01/11/2019,215800,NY,Referral,Partial,,493110,1,"Family Dollar Services, Llc",Family Dollar,2016-01-01,2022-12-19
1368394.015,12/28/2018,522500,OH,Complaint,Partial,,452990,2,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1366830.015,12/18/2018,728900,NE,Complaint,Partial,,452112,6,Family Dollar Store,Family Dollar,2016-01-01,2022-12-19
1361002.015,11/16/2018,627100,AR,Referral,Partial,,493110,4,Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1354658.015,10/19/2018,454721,TN,Complaint,Partial,,452990,5,"Family Dollar Stores Of Tennessee, Inc.",Family Dollar,2016-01-01,2022-12-19
1352547.015,10/11/2018,418200,GA,Complaint,Partial,,452990,2,"Family Dollar Stores Of Georgia, Llc",Family Dollar,2016-01-01,2022-12-19
1349608.015,09/26/2018,452110,KY,Complaint,Partial,5311.0,452112,3,60251 - Family Dollar Inc - Store 2597,Family Dollar,2016-01-01,2022-12-19
1348488.015,09/21/2018,355112,VA,Complaint,Partial,,453998,3,"Family Dollar Stores Of Va, Inc.",Family Dollar,2016-01-01,2022-12-19
1347593.015,09/20/2018,454722,TN,Referral,Partial,,452990,1,"Family Dollar Stores Of Tennessee, Inc.",Family Dollar,2016-01-01,2022-12-19
1341910.015,08/27/2018,418200,GA,Complaint,Partial,,453998,4,"Family Dollar Stores Of Ga, Llc",Family Dollar,2016-01-01,2022-12-19
1338379.015,08/14/2018,551800,IN,Complaint,Partial,5331.0,452990,1,107762 - Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1335838.015,08/02/2018,950633,CA,Complaint,Partial,,452990,3,Family Dollar Store No. 10225,Family Dollar,2016-01-01,2022-12-19
1339655.015,07/26/2018,216000,NY,Complaint,Partial,,452990,4,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1332019.015,07/20/2018,950633,CA,Complaint,Partial,,452990,1,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1327351.015,07/03/2018,453730,NC,Complaint,Partial,5531.0,452990,3,"139322 - Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1327129.015,07/02/2018,418200,GA,Complaint,Partial,,452990,1,"Family Dollar Stores Of Georgia, Llc",Family Dollar,2016-01-01,2022-12-19
1322098.015,06/12/2018,950633,CA,Complaint,Partial,,452990,2,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1314634.015,05/09/2018,636900,TX,Complaint,Partial,,452990,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1314393.015,05/08/2018,418200,GA,Complaint,Partial,,452990,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1312578.015,04/27/2018,214700,NY,Complaint,Partial,,452990,1,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1290507.015,01/26/2018,522000,OH,Complaint,Partial,,452112,4,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1287750.015,01/11/2018,627100,AR,Unprog Rel,Partial,,493110,2,Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1272715.015,10/25/2017,355111,VA,Complaint,Partial,,452112,3,Family Dollar Store #1715,Family Dollar,2016-01-01,2022-12-19
1260097.015,08/29/2017,626300,TX,Complaint,Partial,,452990,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1248198.015,07/20/2017,111100,ME,Complaint,Partial,,452990,2,"Family Dollar Stores, Inc.",Family Dollar,2016-01-01,2022-12-19
1247998.015,07/14/2017,453710,NC,Complaint,Partial,5399.0,452990,1,"135170 - Family Dollar Stores, Inc. Dba Family Dollar #6871",Family Dollar,2016-01-01,2022-12-19
1240557.015,06/20/2017,552652,MI,Complaint,Partial,,452990,2,Family Dollar Store #4759,Family Dollar,2016-01-01,2022-12-19
1246185.015,06/02/2017,653510,NM,Referral,Partial,,453998,3,"Family Dollar Stores Of Nm, Inc.",Family Dollar,2016-01-01,2022-12-19
1232162.015,05/12/2017,522300,OH,Complaint,Partial,,452990,1,"Family Dollar Stores Of Ohio, Inc.",Family Dollar,2016-01-01,2022-12-19
1225628.015,04/20/2017,950621,CA,FollowUp,Partial,,452990,1,Family Dollar Inc,Family Dollar,2016-01-01,2022-12-19
1223771.015,04/07/2017,453710,NC,Complaint,Partial,5331.0,452990,1,"134170 - Family Dollar Stores Of North Carolina, Inc.",Family Dollar,2016-01-01,2022-12-19
1218418.015,03/20/2017,317500,PA,Referral,Partial,,452990,1,"Family Dollar Stores Of Pennsylvania, Llc #788",Family Dollar,2016-01-01,2022-12-19
1219504.015,03/17/2017,419400,MS,Referral,Partial,,452990,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1199907.015,01/05/2017,552652,MI,Complaint,Partial,,452990,1,Family Dollar 2236,Family Dollar,2016-01-01,2022-12-19
1200747.015,01/04/2017,418300,AL,Complaint,Partial,,452990,2,Family Dollar Store #405,Family Dollar,2016-01-01,2022-12-19
1199852.015,12/28/2016,336000,PA,Complaint,Partial,,452112,3,"Family Dollar, Inc. Store #05956",Family Dollar,2016-01-01,2022-12-19
1198528.015,12/20/2016,950621,CA,Complaint,Partial,,452990,6,Family Dollar Inc,Family Dollar,2016-01-01,2022-12-19
1190005.015,11/09/2016,524500,IL,Complaint,Partial,,453998,2,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1188708.015,10/19/2016,950411,AZ,Complaint,Complete,,452112,7,"Family Dollar, Inc.",Family Dollar,2016-01-01,2022-12-19
1184357.015,10/18/2016,355124,VA,Complaint,Partial,,452990,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1173557.015,08/24/2016,627100,AR,Complaint,Partial,,493110,1,Family Dollar Distribution Center,Family Dollar,2016-01-01,2022-12-19
1168125.015,08/05/2016,419400,MS,Complaint,Partial,,452112,1,Family Dollar,Family Dollar,2016-01-01,2022-12-19
1144592.015,04/29/2016,215800,NY,Referral,Complete,,493110,4,"Family Dollar Services, Inc",Family Dollar,2016-01-01,2022-12-19
1133313.015,03/16/2016,112300,RI,Complaint,Partial,,452990,3,"Family Dollar Stores Of Rhode Island, Inc.",Family Dollar,2016-01-01,2022-12-19
